id,sentiment,airline_id,aircraft_type,customer_id,class_id
SENT_5306,Neutral,B6,Airbus A320,13194,ECO_P
SENT_5307,Dissatisfied,CP,Canadair CRJ-100 Series,8165,ECO_P
SENT_5308,Neutral,HA,McDonnell Douglas DC-8,6025,ECO_P
SENT_5309,Neutral,QX,Embraer E175,10853,ECO_P
SENT_5310,Satisfied,9E,Canadair CRJ-900,10091,F_CLASS
SENT_5311,Satisfied,G4,McDonnell Douglas MD-80,6650,F_CLASS
SENT_5312,Dissatisfied,DL,Boeing 787 Dreamliner,7402,F_CLASS
SENT_5313,Neutral,NK,McDonnell Douglas DC-9,10641,ECO
SENT_5314,Dissatisfied,OO,Canadair CRJ-700,2757,F_CLASS
SENT_5315,Neutral,OH,Boeing 757,1718,ECO
SENT_5316,Neutral,EV,ATR 42/72,7200,F_CLASS
SENT_5317,Satisfied,OH,Airbus A300,3790,ECO_P
SENT_5318,Neutral,QX,De Havilland Canada DHC-8 Dash 8,115,F_CLASS
SENT_5319,Dissatisfied,QX,Embraer E175,13413,ECO_P
SENT_5320,Neutral,NK,McDonnell Douglas MD-80,12308,F_CLASS
SENT_5321,Neutral,G7,Embraer EMB-120 Brasilia,6105,ECO
SENT_5322,Neutral,CP,Embraer ERJ-170,7333,ECO
SENT_5323,Dissatisfied,EV,ATR 42/72,7081,ECO_P
SENT_5324,Satisfied,ZW,Canadair CRJ-100 Series,1109,BUS
SENT_5325,Satisfied,OH,Boeing 757,5018,ECO_P
SENT_5326,Satisfied,VX,Airbus A319,11345,ECO
SENT_5327,Satisfied,G7,Mitsubishi MRJ90,3684,ECO_P
SENT_5328,Dissatisfied,EM,McDonnell Douglas DC-10,11449,BUS
SENT_5329,Neutral,C5,Airbus A321,3294,F_CLASS
SENT_5330,Neutral,B6,Embraer ERJ-190,11392,F_CLASS
SENT_5331,Satisfied,KS,Airbus A319,1089,ECO_P
SENT_5332,Satisfied,G7,ATR 42/72,490,ECO_P
SENT_5333,Satisfied,DL,Boeing 757,8234,F_CLASS
SENT_5334,Satisfied,9E,Canadair CRJ-100 Series,9393,ECO
SENT_5335,Satisfied,G4,Airbus A320,6398,BUS
SENT_5336,Satisfied,OH,Boeing 757,11551,BUS
SENT_5337,Satisfied,MQ,Embraer ERJ-170,12899,ECO_P
SENT_5338,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,4799,ECO
SENT_5339,Satisfied,YV,Canadair CRJ-700,12676,F_CLASS
SENT_5340,Dissatisfied,ZW,Canadair CRJ-100 Series,14271,ECO_P
SENT_5341,Satisfied,MQ,Embraer ERJ-170,141,ECO
SENT_5342,Satisfied,B6,Airbus A320,3823,F_CLASS
SENT_5343,Satisfied,AX,Boeing 767,3147,BUS
SENT_5344,Dissatisfied,9E,Canadair CRJ-900,9296,F_CLASS
SENT_5345,Dissatisfied,C5,Airbus A321,13492,ECO_P
SENT_5346,Neutral,KS,Airbus A310,331,F_CLASS
SENT_5347,Satisfied,NK,Airbus A321,3143,F_CLASS
SENT_5348,Neutral,YX,Embraer ERJ-190,14984,ECO
SENT_5349,Neutral,YX,De Havilland Canada DHC-8 Dash 8,3501,ECO_P
SENT_5350,Satisfied,G4,McDonnell Douglas MD-80,3068,BUS
SENT_5351,Neutral,G7,British Aerospace Jetstream 41,3217,BUS
SENT_5352,Dissatisfied,C5,Boeing 737,5401,ECO
SENT_5353,Satisfied,EV,ATR 42/72,750,ECO
SENT_5354,Satisfied,QX,Canadair CRJ-700,14205,ECO_P
SENT_5355,Satisfied,NK,Airbus A321,14849,BUS
SENT_5356,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,10420,ECO_P
SENT_5357,Satisfied,PT,Boeing 737,2180,ECO
SENT_5358,Satisfied,VX,Airbus A321,741,ECO
SENT_5359,Satisfied,KS,Airbus A319,2763,BUS
SENT_5360,Dissatisfied,G7,Canadair CRJ-700,8759,ECO
SENT_5361,Dissatisfied,UA,Boeing 747,5560,F_CLASS
SENT_5362,Satisfied,KS,Boeing 737,10242,BUS
SENT_5363,Satisfied,YV,Embraer EMB-120 Brasilia,8433,F_CLASS
SENT_5364,Satisfied,HA,McDonnell Douglas DC-9,3012,ECO_P
SENT_5365,Satisfied,ZW,British Aerospace BAe ATP,6286,BUS
SENT_5366,Dissatisfied,F9,Airbus A319,5415,F_CLASS
SENT_5367,Neutral,YX,De Havilland Canada DHC-8 Dash 8,2474,BUS
SENT_5368,Neutral,DL,McDonnell Douglas MD-11,5754,ECO_P
SENT_5369,Satisfied,MQ,Embraer ERJ-170,12258,F_CLASS
SENT_5370,Dissatisfied,EM,McDonnell Douglas MD-11,4337,ECO
SENT_5371,Dissatisfied,QX,Canadair CRJ-700,5298,F_CLASS
SENT_5372,Satisfied,OH,Airbus A300,9563,BUS
SENT_5373,Neutral,F9,Airbus A320,4558,ECO_P
SENT_5374,Neutral,EV,ATR 42/72,1809,ECO_P
SENT_5375,Satisfied,F9,Boeing 737,11267,F_CLASS
SENT_5376,Dissatisfied,YX,Embraer ERJ-190,8297,BUS
SENT_5377,Neutral,OH,Boeing 757,13920,F_CLASS
SENT_5378,Neutral,9K,Airbus A320,6508,ECO_P
SENT_5379,Neutral,AA,Airbus A321,14327,ECO
SENT_5380,Neutral,G7,British Aerospace Jetstream 41,3143,ECO
SENT_5381,Satisfied,AX,Boeing 767,8,ECO
SENT_5382,Satisfied,KS,Fokker F70 / F100,12801,F_CLASS
SENT_5383,Dissatisfied,VX,Airbus A319,4161,ECO
SENT_5384,Dissatisfied,UA,Airbus A350,1649,F_CLASS
SENT_5385,Dissatisfied,VX,Airbus A319,6521,BUS
SENT_5386,Neutral,HA,McDonnell Douglas MD-80,9325,F_CLASS
SENT_5387,Neutral,OO,Embraer E175-E2,14531,ECO
SENT_5388,Dissatisfied,YX,Embraer ERJ-170,2222,F_CLASS
SENT_5389,Neutral,UA,Boeing 727,7251,ECO_P
SENT_5390,Satisfied,CP,Canadair CRJ-100 Series,1925,ECO_P
SENT_5391,Neutral,AA,Boeing 787 Dreamliner,735,BUS
SENT_5392,Neutral,QX,Dornier Do-328,7154,F_CLASS
SENT_5393,Dissatisfied,ZW,British Aerospace BAe ATP,6769,F_CLASS
SENT_5394,Dissatisfied,NK,McDonnell Douglas DC-9,5316,ECO
SENT_5395,Dissatisfied,OH,Boeing 757,12256,ECO
SENT_5396,Neutral,VX,Airbus A321,2614,BUS
SENT_5397,Dissatisfied,AS,Embraer ERJ-170,4595,ECO
SENT_5398,Neutral,QX,De Havilland Canada DHC-8 Dash 8,8263,ECO_P
SENT_5399,Dissatisfied,MQ,Embraer ERJ-170,953,BUS
SENT_5400,Dissatisfied,F9,De Havilland Canada DHC-8 Dash 8,6836,F_CLASS
SENT_5401,Neutral,AA,Boeing 767,2707,ECO_P
SENT_5402,Neutral,NK,McDonnell Douglas DC-9,14415,ECO_P
SENT_5403,Neutral,KS,Airbus A310,4478,ECO
SENT_5404,Neutral,WN,Boeing 737,5761,ECO_P
SENT_5405,Neutral,OO,Embraer ERJ-170,10676,ECO_P
SENT_5406,Neutral,9K,ATR 42/72,1050,F_CLASS
SENT_5407,Dissatisfied,C5,Boeing 737,2557,ECO
SENT_5408,Dissatisfied,PT,Boeing 737,5378,ECO_P
SENT_5409,Dissatisfied,G4,Airbus A320,10758,ECO
SENT_5410,Dissatisfied,B6,Embraer ERJ-190,9781,ECO
SENT_5411,Satisfied,UA,Boeing 787 Dreamliner,6895,ECO
SENT_5412,Satisfied,C5,Boeing 737,718,BUS
SENT_5413,Neutral,EM,Tupolev Tu-204,12143,ECO
SENT_5414,Satisfied,KS,Airbus A310,11201,ECO
SENT_5415,Satisfied,DL,Boeing 727,11367,F_CLASS
SENT_5416,Satisfied,9K,Airbus A330,14869,F_CLASS
SENT_5417,Satisfied,OH,Boeing 757,12048,F_CLASS
SENT_5418,Satisfied,PT,Boeing 737,9390,BUS
SENT_5419,Dissatisfied,OH,Boeing 757,12097,F_CLASS
SENT_5420,Neutral,QX,Dornier Do-328,11704,ECO
SENT_5421,Dissatisfied,AS,McDonnell Douglas MD-80,7731,BUS
SENT_5422,Dissatisfied,EV,ATR 42/72,11559,ECO
SENT_5423,Neutral,OO,Canadair CRJ-900,6306,ECO_P
SENT_5424,Dissatisfied,AA,Boeing 717,8112,ECO
SENT_5425,Satisfied,G4,Boeing 757,4811,ECO
SENT_5426,Neutral,AA,Boeing 767,3841,ECO
SENT_5427,Satisfied,AS,Canadair CRJ-700,5221,BUS
SENT_5428,Satisfied,HA,Airbus A321,13733,F_CLASS
SENT_5429,Satisfied,G7,Embraer EMB-120 Brasilia,12010,ECO_P
SENT_5430,Dissatisfied,AS,Embraer ERJ-170,2151,ECO
SENT_5431,Satisfied,OO,Mitsubishi MRJ90,8358,ECO_P
SENT_5432,Dissatisfied,YV,Embraer EMB-120 Brasilia,5525,BUS
SENT_5433,Satisfied,B6,Airbus A321,6668,ECO
SENT_5434,Dissatisfied,AX,Boeing 767,9328,F_CLASS
SENT_5435,Satisfied,VX,Airbus A321,896,ECO_P
SENT_5436,Satisfied,KS,Airbus A319,9155,ECO
SENT_5437,Satisfied,YV,Embraer ERJ-170,10132,F_CLASS
SENT_5438,Dissatisfied,NK,McDonnell Douglas DC-9,2293,ECO
SENT_5439,Satisfied,OO,Canadair CRJ-900,1563,BUS
SENT_5440,Neutral,G4,Airbus A320,13651,BUS
SENT_5441,Satisfied,CP,Embraer ERJ-170,5512,ECO
SENT_5442,Satisfied,QX,Embraer E175,13314,BUS
SENT_5443,Dissatisfied,MQ,Embraer ERJ-170,8776,BUS
SENT_5444,Satisfied,HA,McDonnell Douglas DC-9,7063,ECO
SENT_5445,Satisfied,UA,Airbus A350,14900,F_CLASS
SENT_5446,Satisfied,HA,Boeing 767,4506,BUS
SENT_5447,Dissatisfied,G4,McDonnell Douglas DC-9,107,BUS
SENT_5448,Neutral,KS,Boeing 737,51,F_CLASS
SENT_5449,Dissatisfied,B6,Airbus A320,4794,F_CLASS
SENT_5450,Satisfied,UA,Embraer E175,9692,ECO
SENT_5451,Dissatisfied,OH,Airbus A300,13069,BUS
SENT_5452,Neutral,WN,Boeing 737,344,ECO_P
SENT_5453,Dissatisfied,OH,Boeing 757,3885,ECO
SENT_5454,Dissatisfied,EM,McDonnell Douglas MD-11,261,BUS
SENT_5455,Satisfied,WN,Boeing 737,806,BUS
SENT_5456,Satisfied,9E,Canadair CRJ-100 Series,1748,BUS
SENT_5457,Satisfied,G4,Boeing 757,4890,BUS
SENT_5458,Satisfied,OO,Canadair CRJ-900,738,ECO_P
SENT_5459,Neutral,AX,Boeing 767,11239,F_CLASS
SENT_5460,Neutral,AA,McDonnell Douglas MD-90,1723,ECO_P
SENT_5461,Neutral,VX,Airbus A319,1464,ECO
SENT_5462,Neutral,KS,Boeing 737,5442,ECO_P
SENT_5463,Satisfied,DL,McDonnell Douglas DC-10,6475,F_CLASS
SENT_5464,Neutral,NK,McDonnell Douglas MD-80,2580,F_CLASS
SENT_5465,Dissatisfied,HA,ATR 42/72,8396,ECO_P
SENT_5466,Dissatisfied,ZW,British Aerospace BAe ATP,11862,F_CLASS
SENT_5467,Neutral,EM,Antonov An-124,8211,ECO
SENT_5468,Dissatisfied,ZW,Dornier Do-328,13111,F_CLASS
SENT_5469,Neutral,PT,Boeing 737,11590,ECO_P
SENT_5470,Dissatisfied,VX,Airbus A319,9642,F_CLASS
SENT_5471,Dissatisfied,C5,Airbus A321,11769,F_CLASS
SENT_5472,Dissatisfied,EV,ATR 42/72,5416,F_CLASS
SENT_5473,Dissatisfied,AS,Canadair CRJ-700,2671,F_CLASS
SENT_5474,Dissatisfied,F9,Airbus A319,3560,BUS
SENT_5475,Dissatisfied,OO,Mitsubishi MRJ90,14369,BUS
SENT_5476,Neutral,CP,Canadair CRJ-100 Series,5367,F_CLASS
SENT_5477,Satisfied,B6,Embraer ERJ-190,11733,ECO_P
SENT_5478,Dissatisfied,B6,Embraer ERJ-190,4904,ECO
SENT_5479,Neutral,G7,Embraer EMB-120 Brasilia,11745,ECO_P
SENT_5480,Dissatisfied,EM,McDonnell Douglas MD-11,11289,BUS
SENT_5481,Dissatisfied,G4,Airbus A319,13791,BUS
SENT_5482,Satisfied,EV,ATR 42/72,11052,F_CLASS
SENT_5483,Satisfied,OO,Embraer EMB-120 Brasilia,850,ECO
SENT_5484,Dissatisfied,EV,ATR 42/72,5599,ECO_P
SENT_5485,Satisfied,OO,Embraer ERJ-170,7727,ECO_P
SENT_5486,Dissatisfied,HA,McDonnell Douglas DC-8,12857,ECO
SENT_5487,Satisfied,EV,ATR 42/72,11166,F_CLASS
SENT_5488,Satisfied,AA,McDonnell Douglas MD-11,8984,ECO_P
SENT_5489,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,4274,ECO_P
SENT_5490,Dissatisfied,DL,Boeing 737,13494,F_CLASS
SENT_5491,Satisfied,F9,De Havilland Canada DHC-8 Dash 8,5409,BUS
SENT_5492,Dissatisfied,F9,Airbus A320,2393,BUS
SENT_5493,Satisfied,UA,Embraer E175,10692,ECO_P
SENT_5494,Satisfied,EM,McDonnell Douglas DC-10,3474,ECO
SENT_5495,Neutral,MQ,Embraer ERJ-170,2873,ECO_P
SENT_5496,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,6052,ECO
SENT_5497,Satisfied,VX,Airbus A319,6187,ECO
SENT_5498,Neutral,YX,De Havilland Canada DHC-8 Dash 8,7386,F_CLASS
SENT_5499,Satisfied,MQ,Embraer ERJ-170,11151,ECO
SENT_5500,Dissatisfied,YV,Canadair CRJ-700,8565,ECO_P
SENT_5501,Satisfied,F9,Airbus A319,14645,BUS
SENT_5502,Dissatisfied,QX,Dornier Do-328,7134,BUS
SENT_5503,Dissatisfied,AX,Boeing 767,7121,F_CLASS
SENT_5504,Dissatisfied,AS,Boeing 737,6544,BUS
SENT_5505,Neutral,YV,Embraer ERJ-170,13547,ECO
SENT_5506,Dissatisfied,CP,Canadair CRJ-100 Series,4256,ECO
SENT_5507,Satisfied,OO,Mitsubishi MRJ90,1327,BUS
SENT_5508,Satisfied,DL,McDonnell Douglas DC-9,6924,ECO_P
SENT_5509,Dissatisfied,AA,British Aerospace BAe 146/Avro RJ,10779,F_CLASS
SENT_5510,Satisfied,9K,Embraer ERJ-170,3678,ECO_P
SENT_5511,Neutral,HA,ATR 42/72,7473,ECO_P
SENT_5512,Neutral,ZW,British Aerospace BAe 146/Avro RJ,6421,BUS
SENT_5513,Satisfied,YV,Embraer ERJ-145,1932,BUS
SENT_5514,Satisfied,CP,Canadair CRJ-100 Series,885,F_CLASS
SENT_5515,Neutral,G4,McDonnell Douglas MD-80,4655,F_CLASS
SENT_5516,Neutral,EV,ATR 42/72,6579,ECO_P
SENT_5517,Satisfied,ZW,De Havilland Canada DHC-8 Dash 8,7719,F_CLASS
SENT_5518,Satisfied,CP,Embraer ERJ-170,1640,BUS
SENT_5519,Satisfied,VX,Airbus A320,6259,F_CLASS
SENT_5520,Satisfied,WN,Boeing 737,12531,ECO_P
SENT_5521,Neutral,DL,Embraer ERJ-190,14381,ECO
SENT_5522,Satisfied,YX,Embraer ERJ-190,7836,BUS
SENT_5523,Satisfied,VX,Airbus A319,9934,ECO
SENT_5524,Neutral,YV,Embraer EMB-120 Brasilia,3586,ECO
SENT_5525,Dissatisfied,AX,Boeing 767,4770,ECO_P
SENT_5526,Dissatisfied,9K,Embraer ERJ-190,12943,ECO_P
SENT_5527,Dissatisfied,AX,Boeing 767,12051,BUS
SENT_5528,Satisfied,G7,Embraer ERJ-145,11376,BUS
SENT_5529,Neutral,AA,Fokker F70 / F100,2683,ECO_P
SENT_5530,Neutral,MQ,Embraer ERJ-170,9572,ECO_P
SENT_5531,Neutral,NK,McDonnell Douglas MD-80,1441,ECO
SENT_5532,Satisfied,F9,Airbus A319,9776,BUS
SENT_5533,Satisfied,CP,Embraer ERJ-170,6055,ECO_P
SENT_5534,Dissatisfied,OH,Airbus A300,13183,F_CLASS
SENT_5535,Satisfied,YV,Canadair CRJ-700,13640,BUS
SENT_5536,Neutral,F9,Airbus A320,8451,ECO
SENT_5537,Dissatisfied,KS,Airbus A310,5651,ECO
SENT_5538,Dissatisfied,PT,Boeing 737,5672,F_CLASS
SENT_5539,Dissatisfied,QX,Canadair CRJ-700,14313,ECO_P
SENT_5540,Neutral,HA,McDonnell Douglas DC-8,8516,ECO
SENT_5541,Neutral,B6,Airbus A321,10715,ECO_P
SENT_5542,Dissatisfied,YV,Embraer EMB-120 Brasilia,6690,ECO
SENT_5543,Neutral,AX,Boeing 767,6746,F_CLASS
SENT_5544,Neutral,VX,Airbus A319,4218,ECO_P
SENT_5545,Satisfied,AS,Canadair CRJ-700,7507,F_CLASS
SENT_5546,Neutral,AA,Airbus A350 XWB,14541,ECO_P
SENT_5547,Neutral,PT,Boeing 737,2416,ECO_P
SENT_5548,Dissatisfied,YV,De Havilland Canada DHC-8 Dash 8,2149,F_CLASS
SENT_5549,Dissatisfied,QX,De Havilland Canada DHC-8 Dash 8,4883,ECO_P
SENT_5550,Satisfied,9E,Canadair CRJ-900,12488,ECO_P
SENT_5551,Neutral,OO,Canadair CRJ-900,3509,ECO
SENT_5552,Dissatisfied,G4,Boeing 757,6695,BUS
SENT_5553,Satisfied,YV,Canadair CRJ-700,1882,BUS
SENT_5554,Satisfied,9E,Canadair CRJ-100 Series,6705,F_CLASS
SENT_5555,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,3378,ECO_P
SENT_5556,Satisfied,ZW,British Aerospace BAe ATP,12023,F_CLASS
SENT_5557,Dissatisfied,9K,ATR 42/72,6897,BUS
SENT_5558,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,11073,ECO
SENT_5559,Satisfied,AA,McDonnell Douglas DC-8,1957,ECO_P
SENT_5560,Satisfied,F9,De Havilland Canada DHC-8 Dash 8,5375,ECO_P
SENT_5561,Dissatisfied,YX,De Havilland Canada DHC-8 Dash 8,7276,F_CLASS
SENT_5562,Neutral,C5,Airbus A321,11865,ECO_P
SENT_5563,Satisfied,UA,McDonnell Douglas DC-10,8046,ECO_P
SENT_5564,Dissatisfied,KS,Airbus A319,7747,F_CLASS
SENT_5565,Dissatisfied,AS,Canadair CRJ-700,13243,BUS
SENT_5566,Satisfied,B6,Airbus A321,11672,BUS
SENT_5567,Satisfied,UA,Embraer E175,5111,ECO
SENT_5568,Dissatisfied,YV,Canadair CRJ-700,9663,BUS
SENT_5569,Neutral,OH,Boeing 757,14048,ECO
SENT_5570,Neutral,YX,Embraer ERJ-170,3044,ECO_P
SENT_5571,Dissatisfied,AX,Boeing 767,12973,F_CLASS
SENT_5572,Dissatisfied,G7,Canadair CRJ-700,2966,ECO
SENT_5573,Dissatisfied,C5,Airbus A321,13008,BUS
SENT_5574,Dissatisfied,G4,McDonnell Douglas MD-80,5288,BUS
SENT_5575,Neutral,EV,ATR 42/72,2516,ECO
SENT_5576,Neutral,CP,Embraer ERJ-170,7065,ECO_P
SENT_5577,Neutral,UA,Boeing 727,13074,ECO_P
SENT_5578,Dissatisfied,B6,Airbus A320,11657,F_CLASS
SENT_5579,Dissatisfied,AA,Airbus A320,6873,ECO
SENT_5580,Satisfied,CP,Canadair CRJ-100 Series,6914,ECO
SENT_5581,Neutral,VX,Airbus A320,213,F_CLASS
SENT_5582,Neutral,WN,Boeing 737,6289,F_CLASS
SENT_5583,Dissatisfied,9E,Canadair CRJ-100 Series,9784,F_CLASS
SENT_5584,Satisfied,C5,Boeing 737,12759,BUS
SENT_5585,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,1043,BUS
SENT_5586,Satisfied,EM,McDonnell Douglas DC-10,2762,BUS
SENT_5587,Neutral,VX,Airbus A321,14129,ECO_P
SENT_5588,Dissatisfied,UA,McDonnell Douglas DC-8,11616,ECO
SENT_5589,Satisfied,WN,Boeing 737,7381,F_CLASS
SENT_5590,Neutral,DL,McDonnell Douglas MD-80,1457,F_CLASS
SENT_5591,Dissatisfied,G4,Airbus A320,8674,BUS
SENT_5592,Dissatisfied,AX,Boeing 767,1858,F_CLASS
SENT_5593,Satisfied,OO,Canadair CRJ-700,323,ECO_P
SENT_5594,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,9033,BUS
SENT_5595,Satisfied,PT,Boeing 737,6848,BUS
SENT_5596,Satisfied,WN,Boeing 737,11961,ECO
SENT_5597,Satisfied,B6,Embraer ERJ-190,9660,ECO
SENT_5598,Satisfied,YV,Canadair CRJ-900,4623,ECO_P
SENT_5599,Satisfied,NK,McDonnell Douglas MD-80,4496,ECO_P
SENT_5600,Satisfied,EV,ATR 42/72,7447,ECO_P
SENT_5601,Satisfied,OO,Canadair CRJ-900,5605,ECO_P
SENT_5602,Satisfied,EV,ATR 42/72,3252,ECO_P
SENT_5603,Satisfied,HA,Boeing 717,6513,ECO
SENT_5604,Satisfied,PT,Boeing 737,6298,ECO_P
SENT_5605,Neutral,CP,Canadair CRJ-100 Series,6942,F_CLASS
SENT_5606,Satisfied,PT,Boeing 737,651,ECO_P
SENT_5607,Satisfied,YV,Canadair CRJ-100 Series,1333,BUS
SENT_5608,Satisfied,PT,Boeing 737,12060,ECO_P
SENT_5609,Satisfied,YV,Canadair CRJ-700,1384,ECO
SENT_5610,Dissatisfied,AX,Boeing 767,955,F_CLASS
SENT_5611,Satisfied,AS,Embraer ERJ-170,6715,BUS
SENT_5612,Satisfied,EM,Tupolev Tu-204,14632,F_CLASS
SENT_5613,Satisfied,EM,Antonov An-124,5477,F_CLASS
SENT_5614,Dissatisfied,EV,ATR 42/72,13757,ECO
SENT_5615,Satisfied,9K,ATR 42/72,11673,BUS
SENT_5616,Dissatisfied,NK,McDonnell Douglas DC-9,6852,ECO
SENT_5617,Dissatisfied,C5,Boeing 737,564,ECO_P
SENT_5618,Neutral,EV,ATR 42/72,11847,ECO
SENT_5619,Neutral,UA,Airbus A320,959,BUS
SENT_5620,Dissatisfied,MQ,Embraer ERJ-170,1950,ECO_P
SENT_5621,Neutral,C5,Airbus A321,12872,ECO
SENT_5622,Satisfied,PT,Boeing 737,1521,BUS
SENT_5623,Neutral,YX,Embraer ERJ-190,7833,ECO_P
SENT_5624,Dissatisfied,EV,ATR 42/72,2733,ECO
SENT_5625,Satisfied,WN,Boeing 737,13016,ECO
SENT_5626,Neutral,EM,McDonnell Douglas DC-10,60,ECO
SENT_5627,Neutral,DL,McDonnell Douglas DC-8,2302,F_CLASS
SENT_5628,Satisfied,G4,McDonnell Douglas DC-9,8318,BUS
SENT_5629,Satisfied,HA,ATR 42/72,9379,F_CLASS
SENT_5630,Satisfied,F9,Airbus A320,14257,ECO
SENT_5631,Satisfied,AA,Boeing 747,4321,ECO
SENT_5632,Satisfied,VX,Airbus A321,431,BUS
SENT_5633,Neutral,NK,McDonnell Douglas DC-9,1265,F_CLASS
SENT_5634,Dissatisfied,9E,Canadair CRJ-100 Series,3509,BUS
SENT_5635,Satisfied,EM,McDonnell Douglas MD-11,9511,F_CLASS
SENT_5636,Satisfied,HA,Airbus A321,7697,BUS
SENT_5637,Satisfied,NK,McDonnell Douglas DC-9,1943,F_CLASS
SENT_5638,Satisfied,B6,Airbus A320,982,BUS
SENT_5639,Neutral,9K,Airbus A320,3433,F_CLASS
SENT_5640,Satisfied,VX,Airbus A321,14980,F_CLASS
SENT_5641,Neutral,DL,Airbus A330,8085,ECO
SENT_5642,Neutral,AA,Airbus A350 XWB,1852,ECO
SENT_5643,Dissatisfied,CP,Embraer ERJ-170,803,ECO
SENT_5644,Neutral,MQ,Embraer ERJ-170,4559,F_CLASS
SENT_5645,Neutral,AS,Boeing 737,3816,ECO_P
SENT_5646,Dissatisfied,YV,Canadair CRJ-900,10572,ECO_P
SENT_5647,Neutral,F9,Airbus A321,6318,BUS
SENT_5648,Neutral,F9,Airbus A321,10239,F_CLASS
SENT_5649,Satisfied,DL,McDonnell Douglas MD-80,10597,ECO
SENT_5650,Satisfied,9E,Canadair CRJ-900,11754,BUS
SENT_5651,Satisfied,WN,Boeing 737,9006,ECO
SENT_5652,Satisfied,NK,Airbus A319,5332,ECO
SENT_5653,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,2127,F_CLASS
SENT_5654,Satisfied,9E,Canadair CRJ-900,14497,ECO
SENT_5655,Satisfied,F9,De Havilland Canada DHC-8 Dash 8,2628,ECO
SENT_5656,Satisfied,CP,Embraer ERJ-170,7457,ECO
SENT_5657,Satisfied,AA,Boeing 767,8956,ECO_P
SENT_5658,Neutral,ZW,British Aerospace BAe 146/Avro RJ,13675,ECO
SENT_5659,Satisfied,OO,Canadair CRJ-700,11546,F_CLASS
SENT_5660,Satisfied,QX,Dornier Do-328,9006,ECO
SENT_5661,Satisfied,MQ,Embraer ERJ-170,14715,BUS
SENT_5662,Satisfied,C5,Airbus A321,14104,BUS
SENT_5663,Satisfied,MQ,Embraer ERJ-170,936,ECO_P
SENT_5664,Satisfied,PT,Boeing 737,14352,ECO_P
SENT_5665,Satisfied,EV,ATR 42/72,6266,BUS
SENT_5666,Satisfied,VX,Airbus A320,1723,F_CLASS
SENT_5667,Satisfied,OH,Airbus A300,3218,BUS
SENT_5668,Dissatisfied,9E,Canadair CRJ-100 Series,8410,ECO_P
SENT_5669,Satisfied,OH,Boeing 757,14293,ECO
SENT_5670,Dissatisfied,AS,Canadair CRJ-700,14040,F_CLASS
SENT_5671,Satisfied,AS,McDonnell Douglas MD-80,13875,ECO
SENT_5672,Dissatisfied,F9,Airbus A319,11305,F_CLASS
SENT_5673,Satisfied,OO,Mitsubishi MRJ90,14587,ECO
SENT_5674,Satisfied,C5,Boeing 737,11214,BUS
SENT_5675,Neutral,9K,Embraer ERJ-170,11636,BUS
SENT_5676,Neutral,EV,ATR 42/72,8562,BUS
SENT_5677,Satisfied,C5,Boeing 737,13444,ECO_P
SENT_5678,Satisfied,F9,Airbus A319,6676,ECO
SENT_5679,Dissatisfied,ZW,Canadair CRJ-100 Series,4572,ECO
SENT_5680,Neutral,G4,Airbus A320,7657,ECO
SENT_5681,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,1794,BUS
SENT_5682,Dissatisfied,VX,Airbus A320,4144,F_CLASS
SENT_5683,Dissatisfied,OH,Boeing 757,8866,ECO_P
SENT_5684,Neutral,VX,Airbus A321,7481,ECO
SENT_5685,Neutral,PT,Boeing 737,6926,ECO
SENT_5686,Satisfied,AX,Boeing 767,9087,ECO
SENT_5687,Dissatisfied,YV,Embraer ERJ-170,12379,BUS
SENT_5688,Neutral,YV,Canadair CRJ-900,11608,BUS
SENT_5689,Dissatisfied,CP,Canadair CRJ-100 Series,3401,F_CLASS
SENT_5690,Neutral,C5,Airbus A321,12110,ECO_P
SENT_5691,Dissatisfied,CP,Canadair CRJ-100 Series,10433,ECO_P
SENT_5692,Neutral,VX,Airbus A319,8249,BUS
SENT_5693,Dissatisfied,OO,Canadair CRJ-700,14125,F_CLASS
SENT_5694,Neutral,DL,Boeing 767,8840,ECO_P
SENT_5695,Neutral,OH,Airbus A300,4844,ECO
SENT_5696,Dissatisfied,EV,ATR 42/72,13247,ECO
SENT_5697,Dissatisfied,YV,Embraer ERJ-145,8095,F_CLASS
SENT_5698,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,432,ECO_P
SENT_5699,Dissatisfied,WN,Boeing 737,10835,F_CLASS
SENT_5700,Satisfied,9E,Canadair CRJ-900,10269,ECO_P
SENT_5701,Satisfied,YV,Embraer EMB-120 Brasilia,4228,BUS
SENT_5702,Dissatisfied,HA,McDonnell Douglas DC-9,2405,BUS
SENT_5703,Satisfied,VX,Airbus A320,13093,BUS
SENT_5704,Neutral,UA,Boeing 727,9656,BUS
SENT_5705,Dissatisfied,EM,Antonov An-124,6036,F_CLASS
