booking_id,customer_id,flight_id,origin_airport,dest_airport,NumTicketsOrdered,PricePerTicket
207994,BUS,6107,MSP,SMF,1,322.86
208037,F_CLASS,2959,MSP,SNA,1,360
208079,ECO,5403,MSP,SNA,1,139.86
208122,ECO_P,3240,LAX,MSP,1,316.34
208164,F_CLASS,5857,MSP,SNA,7,138
208207,F_CLASS,4976,SNA,MSP,1,164.5
208249,BUS,3482,SNA,MSP,1,181.5
208292,BUS,692,MSP,SNA,3,202
208334,BUS,1593,MSP,SNA,2,221
208377,BUS,2309,SNA,MSP,11,244
208419,BUS,5359,SNA,MSP,1,260.5
208462,BUS,4960,MSP,SNA,1,278.5
208504,BUS,2026,MSP,SNA,3,293
208547,BUS,4569,SNA,MSP,1,311
208589,BUS,3423,SNA,MSP,1,333.5
208632,F_CLASS,3847,MSP,SNA,2,360.5
208674,ECO,125,MSP,SNA,1,397
208717,BUS,4684,SNA,MSP,3,430.5
208759,ECO_P,6173,SNA,MSP,1,492
208802,ECO,2668,MSP,SNA,1,592
208844,ECO,2964,MSP,SNA,1,787
208887,ECO_P,1987,SFO,MSP,1,201.24
208929,BUS,4173,MSP,STL,5,129
208972,ECO_P,6194,ATL,MSP,1,96.67
209014,BUS,6241,MSP,STL,2,142
209057,ECO,5693,MSP,STL,1,164
209099,ECO,4760,MSP,STL,1,190.5
209142,ECO_P,3473,STL,MSP,1,230
209184,F_CLASS,3493,MSP,STL,1,274
209227,BUS,4691,MSP,STL,1,326
209269,ECO_P,6237,MSP,STL,1,357
209312,ECO,1108,MSP,STL,1,395
209354,F_CLASS,3,MSP,STL,1,488
209397,F_CLASS,3854,SYR,MSP,2,180
209439,ECO,3127,MSP,TPA,1,193
209482,F_CLASS,3262,MSP,TPA,1,404
209524,BUS,1947,MSP,TPA,1,364.52
209567,BUS,3059,MCO,MSP,1,158.74
209609,F_CLASS,4235,MSP,TPA,1,111.5
209652,BUS,2916,TPA,MSP,1,136.5
209694,BUS,3936,TPA,MSP,4,151
209737,ECO,2700,MSP,TPA,5,163.5
209779,ECO,3962,MSP,TPA,2,178
209822,ECO_P,6011,TPA,MSP,3,191
209864,ECO,4098,TPA,MSP,1,206.5
209907,ECO_P,4379,MSP,TPA,2,220
209949,ECO_P,2748,MSP,TPA,1,233
209992,ECO_P,1453,TPA,MSP,1,249.5
210034,BUS,6751,TPA,MSP,1,264.5
210077,BUS,4284,MSP,TPA,1,280
210119,F_CLASS,4531,MSP,TPA,1,296.5
210162,ECO_P,4141,TPA,MSP,1,309.5
210204,ECO_P,5760,TPA,MSP,1,325
210247,ECO_P,4801,MSP,TPA,2,342.5
210289,ECO,6145,MSP,TPA,1,366.5
210332,F_CLASS,4193,TPA,MSP,1,386
210374,ECO,4492,TPA,MSP,6,413
210417,F_CLASS,206,MSP,TPA,1,444
210459,ECO_P,1361,MSP,TPA,1,487.5
210502,ECO_P,1948,TPA,MSP,1,570
210544,F_CLASS,110,RSW,MSP,1,320.97
210587,ECO,2510,MSP,TUS,1,271
210629,ECO_P,5673,MSP,TUS,1,97
210672,BUS,3661,TUS,MSP,3,169.5
210714,F_CLASS,1464,TUS,MSP,1,193
210757,BUS,132,MSP,TUS,4,216.5
210799,ECO_P,4716,MSP,TUS,2,236
210842,F_CLASS,5088,TUS,MSP,6,252.5
210884,F_CLASS,6987,TUS,MSP,4,278
210927,F_CLASS,1531,MSP,TUS,2,307
210969,ECO_P,4983,MSP,TUS,2,360.5
211012,F_CLASS,2094,TUS,MSP,1,421.5
211054,BUS,4981,TUS,MSP,1,551
211097,ECO,1916,MSY,ATL,4,79
211139,ECO_P,2767,MSY,ATL,1,172
211182,F_CLASS,4389,MSY,ATL,2,248
211224,ECO_P,2510,MSY,ATL,17,464
211267,BUS,3307,MSY,CLT,1,434
211309,ECO,5513,CLT,MSY,1,367.5
211352,BUS,4087,MSY,ATL,1,77.21
211394,ECO,2109,GSO,MSY,1,106.5
211437,F_CLASS,4785,MSY,GSP,1,97
211479,BUS,1997,MSY,ATL,1,139.9
211522,ECO,5202,ATL,LIT,1,83.07
211564,BUS,946,ATL,LIT,1,136.47
211607,ECO_P,4487,MSP,MSY,1,189.31
211649,ECO_P,830,MSY,ATL,5,91.5
211692,ECO,4894,ATL,MSY,15,118
211734,F_CLASS,1519,ATL,MSY,3,137.5
211777,BUS,6017,MSY,ATL,2,163
211819,ECO_P,7413,MSY,ATL,1,184
211862,ECO_P,842,ATL,MSY,3,211
211904,ECO,2864,ATL,MSY,1,249
211947,ECO,771,MSY,ATL,1,291.5
211989,BUS,6034,MSY,ATL,1,513
212032,F_CLASS,2599,MSY,RIC,1,305
212074,ECO,7416,MSY,ATL,1,103.71
212117,F_CLASS,4763,MSY,DTW,2,149
212159,BUS,2980,MSY,DTW,3,89
212202,ECO_P,3955,MSY,DTW,1,233
212244,ECO_P,5101,MSY,DTW,1,478
212287,BUS,1511,MSY,JFK,3,192
212329,F_CLASS,7410,MSY,JFK,1,325
212372,ECO_P,3086,MSY,JFK,2,504
212414,BUS,1218,LGA,MSY,2,240.1
212457,ECO_P,6339,MSY,JFK,2,148
212499,BUS,5265,JFK,MSY,2,198.5
212542,ECO,495,JFK,MSY,1,246.5
212584,F_CLASS,4808,JFK,MSY,1,310
212627,ECO,4778,MSY,LAX,2,97
212669,ECO_P,339,MSY,LAX,11,167
212712,ECO,625,MSY,LAX,3,242
212754,BUS,816,MSY,LAX,1,357
212797,ECO,5025,MSY,LAX,1,543
212839,ECO_P,1568,LAX,MSY,3,68
212882,BUS,2658,MSY,LAX,1,107
212924,ECO_P,3111,MSY,LAX,1,126
212967,F_CLASS,3889,LAX,MSY,2,143.5
213009,F_CLASS,1409,LAX,MSY,7,168
213052,ECO_P,3091,MSY,LAX,5,187
213094,ECO,3326,MSY,LAX,1,212.5
213137,ECO,6067,LAX,MSY,3,235.5
213179,BUS,3719,LAX,MSY,1,284.5
213222,BUS,3925,MSY,LAX,2,348
213264,ECO,3191,MSY,LAX,1,428
213307,BUS,4262,LAX,MSY,1,955.5
213349,ECO,925,MSY,LGA,4,223
213392,ECO,2337,MSY,LGA,1,382
213434,BUS,1426,MSY,LGA,1,611
213477,F_CLASS,3804,MSY,LGA,1,204.09
213519,ECO,4531,LGA,MSY,9,143
213562,F_CLASS,1265,MSY,LGA,3,190.5
213604,F_CLASS,5373,LGA,MSY,1,247
213647,ECO,5983,MSY,LGA,3,320
213689,ECO_P,962,MSY,LGA,1,504
213732,ECO,6334,MSY,MSP,1,417
213774,F_CLASS,5746,MSY,MSP,1,198
213817,ECO,5741,MSP,MSY,1,500
213859,BUS,2964,MSY,SEA,1,169
213902,BUS,4968,MSY,SLC,1,401
213944,F_CLASS,5961,MSY,SLC,1,211.5
213987,F_CLASS,1606,SLC,MSY,1,246
214029,ECO,2667,SLC,MSY,1,281
214072,BUS,2874,MSY,SLC,1,366
214114,F_CLASS,2017,MSY,SLC,1,557
214157,ECO,3980,BHM,MYR,1,238.5
214199,ECO_P,4748,ATL,DCA,1,151.63
214242,F_CLASS,1102,MYR,ATL,1,105.79
214284,ECO,1619,MYR,ATL,1,213
214327,ECO_P,304,ATL,MYR,1,410.5
214369,BUS,51,OAK,SLC,6,100
214412,ECO_P,5737,OAK,SLC,10,281
214454,ECO,56,OAK,SLC,1,70.5
214497,F_CLASS,205,SLC,OAK,8,89
214539,ECO,350,SLC,OAK,2,101.5
214582,F_CLASS,6208,OAK,SLC,1,120.5
214624,ECO,4089,OAK,SLC,1,137
214667,BUS,3270,OAK,SLC,1,157
214709,F_CLASS,3837,OAK,SLC,1,175
214752,ECO,5783,SLC,OAK,1,200.5
214794,ECO,4166,SLC,OAK,2,230.5
214837,F_CLASS,2655,OAK,SLC,2,275
214879,BUS,1088,OAK,SLC,1,588
214922,ECO_P,3508,SLC,SJC,1,190.85
214964,F_CLASS,3121,OGG,LAX,1,305
215007,ECO_P,5203,OGG,LAX,1,689
215049,ECO_P,5154,LAX,OGG,1,248.5
215092,ECO_P,2525,OGG,SEA,3,292
215134,F_CLASS,513,OGG,SLC,1,296
215177,BUS,1212,OKC,ATL,14,174
215219,ECO,4288,OKC,ATL,2,609
215262,ECO,1917,CHS,OKC,1,372.5
215304,ECO_P,1873,OKC,ATL,1,225.82
215347,F_CLASS,6076,OKC,ATL,1,627.56
215389,F_CLASS,4530,ATL,OKC,3,146
215432,ECO_P,6550,OKC,ATL,1,178.5
215474,F_CLASS,2878,OKC,ATL,1,208.5
215517,BUS,2648,ATL,OKC,1,240.5
215559,ECO,5274,ATL,OKC,1,274.5
215602,BUS,7412,OKC,ATL,1,303.5
215644,ECO_P,1674,OKC,ATL,1,398.5
215687,ECO,37,ATL,OKC,1,525
215729,ECO,5142,OKC,ATL,1,413.27
215772,ECO,3948,STL,MSP,1,116.74
215814,F_CLASS,366,OMA,ATL,1,358
215857,BUS,5895,LIT,ATL,1,90.67
215899,ECO_P,2092,ATL,DFW,1,77.01
215942,F_CLASS,2979,ATL,OMA,1,195.91
215984,ECO,2982,OMA,ATL,1,353.2
216027,ECO,3405,ATL,OMA,2,168
216069,ECO,422,ATL,OMA,2,181
216112,ECO,5256,ATL,OMA,2,200.5
216154,ECO_P,3763,ATL,OMA,2,214.5
216197,ECO,578,OMA,ATL,1,234.5
216239,F_CLASS,5281,OMA,ATL,10,254
216282,BUS,537,ATL,OMA,1,295.5
216324,F_CLASS,1389,ATL,OMA,1,345
216367,F_CLASS,301,OMA,ATL,1,390.5
216409,ECO_P,1779,ATL,OMA,1,95.63
216452,F_CLASS,3525,DEN,SLC,1,87.19
216494,F_CLASS,3621,MSP,OMA,1,208
216537,ECO,70,MSP,OMA,1,348.5
216579,ECO,1299,ATL,OMA,1,189.87
216622,ECO_P,4754,OMA,SLC,1,139.5
216664,ECO,2338,OMA,SLC,2,188
216707,ECO,3463,OMA,SLC,1,234.5
216749,ECO,4645,OMA,SLC,1,422
216792,BUS,5245,SLC,ONT,1,88
216834,ECO,4000,SLC,ONT,1,135
216877,F_CLASS,3859,SLC,ONT,1,195
216919,F_CLASS,252,ONT,SLC,1,314.5
216962,ECO,4707,ORD,ATL,1,100
217004,F_CLASS,3030,ORD,ATL,3,191
217047,F_CLASS,1482,ORD,ATL,5,273
217089,BUS,3368,ORD,ATL,1,512
217132,F_CLASS,4761,ORD,ATL,1,50.89
217174,BUS,422,ATL,MDW,1,112.08
217217,ECO_P,895,MSY,MSP,1,189.73
217259,BUS,3107,ATL,ORD,1,80
217302,ECO,4408,ORD,ATL,1,94.5
217344,ECO_P,5866,ORD,ATL,6,107
217387,ECO,5854,ATL,ORD,3,118.5
217429,ECO_P,2491,ATL,ORD,2,131
217472,BUS,5383,ORD,ATL,2,144.5
217514,ECO_P,2768,ORD,ATL,2,160.5
217557,F_CLASS,5670,ATL,ORD,1,175
217599,F_CLASS,2702,ORD,ATL,2,189.5
217642,BUS,4554,ATL,ORD,1,205.5
217684,ECO_P,345,ATL,ORD,1,228
217727,F_CLASS,5276,ORD,ATL,1,261
217769,BUS,3818,ORD,ATL,1,344
217812,BUS,737,SAT,SLC,1,402.96
217854,F_CLASS,2584,ORD,ATL,1,86.14
217897,ECO,5312,ORD,TPA,2,106.5
217939,ECO,3672,ORD,TPA,1,374.5
217982,BUS,2273,ORD,DTW,3,112
218024,F_CLASS,7382,ORD,DTW,2,223
218067,F_CLASS,1874,ORD,DTW,1,688
218109,F_CLASS,3061,ORD,DTW,1,90.35
218152,BUS,4256,DTW,ORD,5,97
218194,F_CLASS,5093,ORD,DTW,1,127.5
218237,ECO_P,3853,ORD,DTW,1,153.5
218279,F_CLASS,698,ORD,DTW,1,175
218322,F_CLASS,6876,ORD,DTW,2,195
218364,ECO_P,4419,ORD,DTW,1,219
218407,ECO_P,3073,ORD,DTW,1,267.5
218449,F_CLASS,4064,ORD,MSP,10,68
218492,ECO,3196,ORD,MSP,1,201
218534,F_CLASS,1735,ORD,MSP,2,447
218577,ECO,1280,MSP,MSN,1,169.99
218619,F_CLASS,2052,ORD,MSP,1,96
218662,F_CLASS,5401,ORD,MSP,1,120.5
218704,BUS,6161,ORD,MSP,4,134
218747,F_CLASS,75,MSP,ORD,2,151
218789,ECO_P,3877,ORD,MSP,1,174
218832,F_CLASS,5275,ORD,MSP,1,206
218874,BUS,4601,ORD,MSP,1,254
218917,F_CLASS,6217,ORD,SEA,2,108
218959,ECO_P,5702,ORD,SEA,1,215
219002,ECO,2210,ORD,SEA,1,423
219044,F_CLASS,5355,ORD,SEA,1,118
219087,F_CLASS,2056,SEA,ORD,1,152
219129,ECO,5075,SEA,ORD,3,173
219172,BUS,3710,ORD,SEA,1,204
219214,BUS,3266,ORD,SEA,1,256
219257,BUS,405,SEA,ORD,1,377
219299,ECO_P,2734,ORD,SLC,1,272
219342,ECO,4681,ORD,SLC,1,115.5
219384,ECO,5662,ORD,SLC,1,152
219427,ECO_P,4966,SLC,ORD,6,196.5
219469,ECO,2102,SLC,ORD,1,255.5
219512,F_CLASS,4019,ORD,SLC,1,337
219554,F_CLASS,5622,SLC,TPA,1,598.05
219597,ECO,5080,ORF,ATL,1,209.73
219639,ECO,4925,ATL,ORF,1,190.14
219682,ECO_P,5657,ORF,ATL,2,88.95
219724,BUS,1269,IAH,GUC,1,345.54
219767,ECO,6410,GUC,IAH,1,521
219809,ECO,2391,IAH,HDN,1,403.81
219852,ECO,1648,HDN,IAH,4,211.5
219894,BUS,3437,HDN,IAH,1,251.5
219937,ECO_P,4838,IAH,HDN,3,308.5
219979,F_CLASS,2597,IAH,HDN,1,362
220022,ECO,1677,HDN,IAH,1,473.5
220064,ECO,3160,IAH,HNL,1,511
220107,ECO,395,HNL,IAH,3,392.5
220149,ECO_P,3128,HNL,IAH,7,472.5
220192,F_CLASS,4042,IAH,HNL,1,529
220234,ECO_P,6967,IAH,HNL,1,624.5
220277,ECO_P,7436,HNL,IAH,1,778.5
220319,BUS,471,IAH,HNL,1,374.02
220362,F_CLASS,1483,IAH,HNL,1,992.51
220404,ECO,219,IAH,IAD,2,570
220447,ECO,2498,IAH,IAD,1,225.47
220489,F_CLASS,1390,IAH,IAD,1,85
220532,ECO_P,2849,IAH,IAD,1,190.5
220574,ECO_P,2986,IAH,IAD,1,236
220617,ECO,3568,IAH,IAD,1,313
220659,ECO_P,2445,IAH,IAD,1,440
220702,ECO,309,IAH,IAD,2,570
220744,F_CLASS,1007,IAH,IAD,1,880
220787,BUS,148,IAH,IND,5,187.5
220829,BUS,1155,IAH,JAC,1,359.57
220872,BUS,2116,IAH,JAX,1,355
220914,BUS,7362,IAH,JAX,1,232
220957,BUS,5324,IAH,LAS,8,55
220999,F_CLASS,1159,IAH,LAS,4,128
221042,ECO_P,2856,IAH,LAS,2,186
221084,ECO_P,5607,IAH,LAS,2,237
221127,F_CLASS,148,IAH,LAS,4,347
221169,BUS,7426,IAH,LAS,1,284.98
221212,ECO_P,6717,IAH,LAS,1,82
221254,F_CLASS,4864,IAH,LAS,2,102
221297,F_CLASS,2261,LAS,IAH,9,113.5
221339,ECO_P,1358,LAS,IAH,3,126.5
221382,ECO,4342,IAH,LAS,1,138.5
221424,ECO_P,826,IAH,LAS,4,151.5
221467,F_CLASS,2555,LAS,IAH,3,162.5
221509,ECO,972,LAS,IAH,7,174
221552,F_CLASS,124,IAH,LAS,3,186.5
221594,ECO,2252,IAH,LAS,6,195
221637,F_CLASS,3522,LAS,IAH,1,202
221679,BUS,2597,LAS,IAH,4,213
221722,F_CLASS,6411,IAH,LAS,1,224
221764,F_CLASS,5692,IAH,LAS,1,231.5
221807,ECO_P,6399,LAS,IAH,1,240.5
221849,BUS,6206,LAS,IAH,2,250.5
221892,F_CLASS,2360,IAH,LAS,1,259.5
221934,ECO_P,6069,IAH,LAS,1,272.5
221977,ECO,4681,LAS,IAH,1,284
222019,ECO,2427,LAS,IAH,1,295.5
222062,ECO,4963,IAH,LAS,1,307
222104,ECO,3923,IAH,LAS,3,323
222147,ECO_P,5398,LAS,IAH,1,337.5
222189,ECO_P,5065,LAS,IAH,1,354.5
222232,BUS,4685,IAH,LAS,2,376.5
222274,F_CLASS,1648,IAH,LAS,5,397.5
222317,F_CLASS,839,LAS,IAH,1,424.5
222359,BUS,1109,LAS,IAH,1,450
222402,ECO_P,2758,IAH,LAS,1,500.5
222444,BUS,937,IAH,LAS,1,576
222487,ECO,5700,LAS,IAH,1,680
222529,ECO,4028,LAX,IAH,1,206.58
222572,BUS,3043,IAH,LAS,1,415.64
222614,BUS,5480,IAH,LAX,2,137
222657,F_CLASS,4662,IAH,LAX,1,214
222699,BUS,4757,IAH,LAX,1,295
222742,F_CLASS,1240,IAH,LAX,3,381
222784,F_CLASS,4948,IAH,LAX,1,549
222827,F_CLASS,5437,IAH,LAX,1,722
222869,ECO_P,2115,IAH,LAX,1,738.25
222912,ECO,6262,LAX,IAH,3,61
222954,ECO_P,1935,LAX,IAH,3,89.5
222997,BUS,523,IAH,LAX,1,105.5
223039,ECO_P,392,IAH,LAX,1,121.5
223082,ECO_P,2807,LAX,IAH,1,134
223124,ECO,269,LAX,IAH,1,145.5
223167,BUS,130,IAH,LAX,14,158
223209,ECO_P,5400,IAH,LAX,1,173.5
223252,ECO,3749,LAX,IAH,2,187
223294,ECO,4303,LAX,IAH,2,198.5
223337,BUS,5912,IAH,LAX,4,211
223379,ECO,4345,IAH,LAX,9,226
223422,ECO_P,4102,LAX,IAH,1,243
223464,ECO_P,1737,LAX,IAH,9,260.5
223507,ECO,2703,IAH,LAX,1,281
223549,ECO_P,3450,IAH,LAX,1,297
223592,ECO_P,4998,LAX,IAH,6,316
223634,ECO,2378,LAX,IAH,1,334
223677,F_CLASS,2787,IAH,LAX,1,351.5
223719,F_CLASS,4561,IAH,LAX,1,373.5
223762,ECO_P,3579,LAX,IAH,1,398
223804,F_CLASS,3867,LAX,IAH,1,419.5
223847,ECO_P,6224,IAH,LAX,1,444.5
223889,F_CLASS,152,IAH,LAX,1,497
223932,F_CLASS,5186,LAX,IAH,2,539
223974,BUS,3383,LAX,IAH,5,618.5
224017,F_CLASS,6103,IAH,LAX,1,852.5
224059,BUS,1133,HNL,IAH,1,688.12
224102,ECO_P,4293,SFO,IAH,1,178.81
224144,F_CLASS,1567,SEA,IAH,1,153.64
224187,ECO,940,IAH,LAX,1,502.51
224229,BUS,2031,IAH,LGA,3,181
224272,ECO,2576,IAH,LGA,4,256
224314,ECO,540,IAH,LGA,2,332
224357,BUS,1695,IAH,LGA,1,394
224399,BUS,3261,IAH,LGA,1,531
224442,ECO_P,5705,IAH,LGA,2,731
224484,ECO,2273,LGA,DEN,1,169.62
224527,ECO_P,545,IAH,LGA,3,204.15
224569,F_CLASS,1052,IAH,LGA,1,295.17
224612,F_CLASS,3549,IAH,LGA,1,524.97
224654,ECO_P,368,IAH,LGA,1,112
224697,F_CLASS,3906,LGA,IAH,1,144.5
224739,BUS,1138,LGA,IAH,13,160
224782,ECO_P,3560,IAH,LGA,2,172
224824,ECO_P,1834,LGA,IAH,1,186
224867,ECO_P,1002,IAH,LGA,11,200
224909,ECO,5274,IAH,LGA,5,214.5
224952,BUS,6045,LGA,IAH,3,222
224994,F_CLASS,2202,LGA,IAH,1,236
225037,F_CLASS,659,IAH,LGA,8,248.5
225079,BUS,5219,LGA,IAH,1,264
225122,BUS,4530,IAH,LGA,7,278
225164,BUS,5632,IAH,LGA,2,292.5
225207,F_CLASS,2747,IAH,LGA,2,304.5
225249,F_CLASS,1789,LGA,IAH,1,321
225292,F_CLASS,7395,LGA,IAH,1,338.5
225334,ECO,2718,IAH,LGA,2,359
225377,ECO,4658,IAH,LGA,1,376
225419,BUS,765,IAH,LGA,1,391
225462,ECO_P,369,LGA,IAH,4,415
225504,ECO,3538,LGA,IAH,1,463
225547,ECO,1865,IAH,LGA,2,523
225589,ECO_P,466,IAH,LGA,2,572
225632,ECO,5732,IAH,LGA,1,743
225674,BUS,4662,IAH,MCI,2,383
225717,ECO,481,IAH,MCI,1,253
225759,ECO,4943,IAH,MCO,1,106
225802,ECO_P,4864,IAH,MCO,1,173
225844,F_CLASS,2794,IAH,MCO,1,255
225887,F_CLASS,2965,IAH,MCO,1,368
225929,ECO_P,3664,MCO,DEN,1,461.87
225972,ECO,5087,IAH,MCO,2,84.5
226014,BUS,3761,IAH,MCO,11,110.5
226057,ECO,2318,MCO,IAH,1,125
226099,F_CLASS,5538,MCO,IAH,10,140.5
226142,BUS,5306,IAH,MCO,2,151.5
226184,F_CLASS,3470,IAH,MCO,7,162
226227,BUS,3489,MCO,IAH,6,171.5
226269,ECO_P,435,MCO,IAH,1,181.5
226312,BUS,3036,IAH,MCO,3,191
226354,ECO_P,117,IAH,MCO,3,200.5
226397,ECO_P,3340,MCO,IAH,11,210
226439,BUS,2035,MCO,IAH,1,219.5
226482,F_CLASS,5671,IAH,MCO,4,229
226524,F_CLASS,266,IAH,MCO,7,238
226567,ECO,2673,MCO,IAH,4,244.5
226609,BUS,3280,MCO,IAH,1,254.5
226652,ECO_P,1424,IAH,MCO,1,263.5
226694,ECO,5693,IAH,MCO,3,274
226737,ECO,3905,MCO,IAH,1,283
226779,ECO,3557,MCO,IAH,2,293
226822,ECO,5033,IAH,MCO,1,301
226864,F_CLASS,4927,IAH,MCO,1,310
226907,F_CLASS,3991,MCO,IAH,1,323
226949,BUS,1504,MCO,IAH,1,335.5
226992,ECO_P,1811,IAH,MCO,1,347.5
227034,ECO_P,2118,IAH,MCO,4,362
227077,ECO,3034,MCO,IAH,1,380.5
227119,ECO,6235,MCO,IAH,1,409.5
227162,ECO_P,3907,IAH,MCO,1,444
227204,F_CLASS,5343,IAH,MCO,1,478.5
227247,BUS,1388,MCO,IAH,1,571.5
227289,ECO_P,5476,MIA,IAH,1,77.95
227332,ECO,2752,IAH,MEM,3,256
227374,BUS,4874,IAH,MEM,1,229.5
227417,ECO_P,4667,IAH,MFE,1,118.5
227459,BUS,1091,MFE,IAH,1,178
227502,ECO,1948,IAH,MFE,3,263
227544,ECO_P,1115,IAH,MIA,4,90
227587,F_CLASS,5400,IAH,MIA,6,194
227629,ECO,1979,IAH,MIA,1,354
227672,ECO_P,3406,FLL,IAH,1,143.15
227714,BUS,1318,IAH,MIA,1,77.5
227757,F_CLASS,4267,MIA,IAH,1,119
227799,BUS,2493,MIA,IAH,1,135
227842,ECO_P,1774,IAH,MIA,11,155
227884,ECO,2178,MIA,IAH,1,172.5
227927,ECO,6105,IAH,MIA,10,194
227969,BUS,759,MIA,IAH,1,210.5
228012,F_CLASS,5410,IAH,MIA,1,225.5
228054,ECO_P,704,IAH,MIA,2,244
228097,BUS,3690,MIA,IAH,3,269.5
228139,ECO,4281,MIA,IAH,1,289.5
228182,BUS,5820,MIA,IAH,1,325
228224,BUS,4339,MIA,IAH,1,364.5
228267,ECO_P,3288,MIA,IAH,1,435
228309,F_CLASS,5316,IAH,MIA,1,489.5
228352,ECO,2211,MIA,IAH,1,750.5
228394,ECO_P,2759,IAH,MIA,1,89.63
228437,F_CLASS,4510,IAH,MSP,1,449
228479,F_CLASS,6087,MSP,IAH,1,207.5
228522,ECO,5540,IAH,MSP,1,303
228564,BUS,5986,IAH,MSP,1,540
228607,ECO_P,1750,IAH,MSY,4,118
228649,BUS,4370,IAH,MSY,1,187
228692,BUS,4244,IAH,MSY,9,262
228734,F_CLASS,4026,IAH,MSY,1,208.8
228777,ECO,4527,MSY,IAH,1,93.5
228819,ECO_P,3936,IAH,MSY,6,109.5
228862,BUS,1338,MSY,IAH,1,124.5
228904,ECO_P,2359,MSY,IAH,8,140
228947,ECO_P,668,IAH,MSY,10,149.5
228989,ECO_P,6165,IAH,MSY,13,162
229032,ECO_P,4033,MSY,IAH,1,174.5
229074,ECO,225,MSY,IAH,19,185
229117,ECO,512,IAH,MSY,2,198.5
229159,ECO_P,4191,MSY,IAH,1,210.5
229202,F_CLASS,5784,IAH,MSY,2,223.5
229244,BUS,5431,IAH,MSY,1,238
229287,BUS,1087,MSY,IAH,1,251.5
229329,ECO,383,IAH,MSY,1,268.5
229372,F_CLASS,5392,IAH,MSY,2,294
229414,ECO,791,MSY,IAH,1,314.5
229457,BUS,3592,IAH,MSY,1,343
229499,ECO_P,5770,IAH,MSY,1,391
229542,ECO_P,2600,MSY,IAH,1,527
229584,BUS,1524,IAH,MSY,1,130.59
229627,ECO,2260,MTJ,IAH,1,309.5
229669,ECO,20,DEN,IAH,1,290.29
229712,ECO,2171,IAH,OKC,1,227
229754,F_CLASS,3573,IAH,OKC,12,297
229797,BUS,4270,IAH,ORD,17,64
229839,BUS,135,IAH,ORD,1,145
229882,F_CLASS,1711,IAH,ORD,1,220
229924,BUS,5270,IAH,ORD,2,315
229967,ECO_P,4608,IAH,ORD,1,411
230009,F_CLASS,4074,IAH,ORD,1,506
230052,ECO_P,1042,IAH,ORD,1,771
230094,BUS,1966,IAH,ORD,3,55.61
230137,ECO_P,674,HDN,IAH,1,317.2
230179,F_CLASS,4922,IAH,ORD,4,78
230222,F_CLASS,4371,ORD,IAH,2,98
230264,ECO,3547,IAH,ORD,1,119
230307,ECO_P,2836,IAH,ORD,13,138
230349,F_CLASS,3902,ORD,IAH,2,151.5
230392,ECO,4189,IAH,ORD,1,165
230434,F_CLASS,761,ORD,IAH,9,178
230477,BUS,2869,IAH,ORD,5,190
230519,BUS,3591,IAH,ORD,2,205.5
230562,BUS,2403,ORD,IAH,1,217
230604,ECO,2804,ORD,IAH,1,230
230647,F_CLASS,3280,IAH,ORD,3,238
230689,F_CLASS,150,IAH,ORD,7,250.5
230732,ECO_P,762,ORD,IAH,7,265.5
230774,ECO,2915,ORD,IAH,2,286
230817,F_CLASS,1609,IAH,ORD,1,300
230859,ECO,6193,IAH,ORD,1,315.5
230902,F_CLASS,4067,ORD,IAH,4,328
230944,ECO_P,5473,ORD,IAH,2,356
230987,BUS,3134,IAH,ORD,1,382
231029,F_CLASS,5947,IAH,ORD,5,407
231072,BUS,5901,ORD,IAH,2,426.5
231114,ECO_P,1403,ORD,IAH,1,467.5
231157,ECO_P,1737,IAH,ORD,1,521.5
231199,BUS,1086,IAH,ORD,2,639
231242,F_CLASS,994,IAH,ORD,1,283.94
231284,F_CLASS,5640,IAH,ORD,1,105.17
231327,F_CLASS,1257,IAH,ORD,1,471.38
231369,ECO_P,6311,IAH,PBI,2,488
231412,ECO,1376,PBI,IAH,1,273
231454,BUS,463,IAH,PDX,1,166
231497,F_CLASS,6051,IAH,PDX,1,588
231539,BUS,3536,PDX,IAH,2,182.5
231582,ECO_P,2775,IAH,PDX,2,248
231624,ECO,5943,IAH,PDX,1,296.5
231667,ECO,6081,PDX,IAH,1,337
231709,ECO,3462,PDX,IAH,5,386.5
231752,BUS,3992,IAH,PDX,1,460.5
231794,ECO_P,4470,IAH,PDX,1,567
231837,ECO,3825,IAH,PDX,2,211.63
231879,ECO,3963,IAH,PHL,1,377
231922,ECO,1489,IAH,PHX,1,257.02
231964,ECO,290,IAH,PHL,1,206
232007,ECO_P,4665,IAH,PHL,2,274
232049,ECO_P,1225,PHL,IAH,2,339
232092,ECO_P,5978,IAH,PHL,1,400
232134,ECO,5186,PHL,IAH,1,523.5
232177,ECO,2797,IAH,PHL,5,705
232219,ECO_P,2471,IAH,PHX,1,175
232262,ECO_P,5070,IAH,PHX,2,474
232304,ECO,3828,IAH,PHX,1,131
232347,BUS,5370,IAH,PHX,1,162
232389,F_CLASS,5016,IAH,PHX,1,178.5
232432,ECO_P,3977,IAH,PHX,1,206.5
232474,ECO,2605,IAH,PHX,7,232.5
232517,ECO_P,2608,PHX,IAH,1,249.5
232559,F_CLASS,811,PHX,IAH,2,282.5
232602,ECO_P,1349,IAH,PHX,3,305.5
232644,F_CLASS,6093,IAH,PHX,1,332.5
