ID,Gender,Age,Type,Purpose,
2216,Male,49,Returning,Business,
2217,Male,30,Returning,Business,
2218,Male,30,Returning,Business,
2219,Female,41,First-time,Business,
2220,Male,39,Returning,Business,
2221,Male,57,Returning,Business,
2222,Male,24,First-time,Business,
2223,Female,29,First-time,Business,
2224,Female,41,Returning,Business,
2225,Male,59,Returning,Business,
2226,Female,45,First-time,Business,
2227,Male,14,Returning,Business,
2228,Male,15,Returning,Business,
2229,Female,32,Returning,Personal,
2230,Male,44,Returning,Personal,
2231,Male,66,Returning,Personal,
2232,Female,15,Returning,Personal,
2233,Male,27,Returning,Personal,
2234,Female,36,Returning,Personal,
2235,Male,26,Returning,Personal,
2236,Male,57,Returning,Personal,
2237,Female,55,Returning,Business,
2238,Male,37,First-time,Business,
2239,Male,55,Returning,Business,
2240,Male,62,First-time,Business,
2241,Female,48,Returning,Business,
2242,Male,41,Returning,Business,
2243,Female,43,First-time,Business,
2244,Female,33,First-time,Business,
2245,Male,56,Returning,Business,
2246,Female,29,First-time,Business,
2247,Female,42,Returning,Business,
2248,Female,49,Returning,Business,
2249,Female,43,Returning,Business,
2250,Female,19,Returning,Business,
2251,Female,22,Returning,Business,
2252,Male,58,Returning,Business,
2253,Female,44,Returning,Business,
2254,Male,54,Returning,Business,
2255,Female,51,Returning,Business,
2256,Female,55,Returning,Business,
2257,Female,60,Returning,Business,
2258,Female,29,First-time,Business,
2259,Female,55,Returning,Business,
2260,Female,66,Returning,Business,
2261,Female,46,Returning,Business,
2262,Female,60,Returning,Business,
2263,Female,39,Returning,Business,
2264,Male,48,Returning,Business,
2265,Male,50,Returning,Business,
2266,Female,52,Returning,Business,
2267,Male,59,Returning,Business,
2268,Female,52,Returning,Business,
2269,Male,19,Returning,Business,
2270,Male,24,First-time,Business,
2271,Male,27,First-time,Business,
2272,Male,29,Returning,Business,
2273,Female,54,Returning,Business,
2274,Female,52,Returning,Business,
2275,Female,52,Returning,Business,
2276,Male,39,First-time,Business,
2277,Female,18,First-time,Business,
2278,Male,27,First-time,Business,
2279,Female,26,Returning,Business,
2280,Male,46,Returning,Business,
2281,Male,50,Returning,Business,
2282,Female,25,First-time,Business,
2283,Male,50,Returning,Business,
2284,Male,25,First-time,Business,
2285,Male,51,Returning,Business,
2286,Female,41,Returning,Business,
2287,Female,48,Returning,Business,
2288,Male,54,Returning,Business,
2289,Male,36,First-time,Business,
2290,Female,43,Returning,Business,
2291,Female,25,First-time,Business,
2292,Male,44,Returning,Business,
2293,Female,49,Returning,Business,
2294,Female,29,Returning,Business,
2295,Female,51,Returning,Business,
2296,Female,59,Returning,Business,
2297,Male,19,Returning,Business,
2298,Female,27,Returning,Business,
2299,Female,20,First-time,Business,
2300,Female,40,Returning,Business,
2301,Male,21,First-time,Business,
2302,Female,63,Returning,Business,
2303,Male,45,Returning,Business,
2304,Female,48,Returning,Business,
2305,Male,15,First-time,Business,
2306,Male,39,Returning,Business,
2307,Female,62,Returning,Business,
2308,Female,60,Returning,Business,
2309,Female,41,First-time,Business,
2310,Male,17,Returning,Business,
2311,Female,22,First-time,Business,
2312,Male,79,Returning,Business,
2313,Female,21,First-time,Business,
2314,Male,43,Returning,Personal,
2315,Male,32,Returning,Personal,
2316,Male,35,Returning,Personal,
2317,Female,70,Returning,Personal,
2318,Male,37,Returning,Personal,
2319,Female,27,Returning,Personal,
2320,Male,33,First-time,Personal,
2321,Female,20,Returning,Personal,
2322,Male,59,Returning,Personal,
2323,Female,30,Returning,Personal,
2324,Male,39,Returning,Personal,
2325,Male,21,Returning,Personal,
2326,Female,36,Returning,Personal,
2327,Female,39,Returning,Personal,
2328,Female,48,Returning,Personal,
2329,Female,43,Returning,Personal,
2330,Female,27,Returning,Personal,
2331,Female,22,Returning,Personal,
2332,Female,62,Returning,Personal,
2333,Male,52,Returning,Personal,
2334,Female,47,Returning,Personal,
2335,Male,66,Returning,Personal,
2336,Male,51,Returning,Personal,
2337,Female,15,Returning,Personal,
2338,Male,10,Returning,Personal,
2339,Male,65,Returning,Personal,
2340,Female,59,Returning,Business,
2341,Female,30,First-time,Business,
2342,Male,28,First-time,Business,
2343,Female,16,Returning,Business,
2344,Female,52,First-time,Business,
2345,Female,42,Returning,Business,
2346,Female,80,Returning,Business,
2347,Female,68,Returning,Personal,
2348,Male,28,Returning,Personal,
2349,Female,50,Returning,Personal,
2350,Female,62,Returning,Personal,
2351,Male,24,First-time,Business,
2352,Male,36,Returning,Personal,
2353,Male,48,Returning,Business,
2354,Female,37,Returning,Business,
2355,Female,33,Returning,Business,
2356,Male,21,First-time,Business,
2357,Male,48,First-time,Business,
2358,Male,42,Returning,Business,
2359,Male,43,Returning,Business,
2360,Female,29,Returning,Business,
2361,Male,29,Returning,Business,
2362,Female,57,Returning,Business,
2363,Male,42,Returning,Business,
2364,Female,32,First-time,Business,
2365,Female,31,Returning,Business,
2366,Female,61,Returning,Personal,
2367,Female,57,Returning,Personal,
2368,Male,12,Returning,Personal,
2369,Female,53,Returning,Personal,
2370,Male,44,Returning,Business,
2371,Male,69,Returning,Business,
2372,Male,15,Returning,Personal,
2373,Male,45,Returning,Business,
2374,Female,51,Returning,Business,
2375,Female,16,First-time,Business,
2376,Female,17,Returning,Personal,
2377,Female,8,Returning,Personal,
2378,Male,58,Returning,Business,
2379,Male,44,Returning,Business,
2380,Female,40,Returning,Business,
2381,Female,39,Returning,Business,
2382,Male,60,Returning,Business,
2383,Female,39,Returning,Business,
2384,Female,44,Returning,Business,
2385,Female,24,First-time,Business,
2386,Male,22,First-time,Business,
2387,Female,25,First-time,Business,
2388,Female,56,Returning,Business,
2389,Female,49,Returning,Business,
2390,Female,23,First-time,Business,
2391,Male,26,First-time,Business,
2392,Female,44,Returning,Business,
2393,Male,38,First-time,Business,
2394,Female,47,Returning,Business,
2395,Male,21,First-time,Business,
2396,Female,54,Returning,Business,
2397,Female,29,Returning,Business,
2398,Female,17,First-time,Business,
2399,Female,46,Returning,Business,
2400,Male,30,Returning,Business,
2401,Female,26,First-time,Business,
2402,Female,23,First-time,Business,
2403,Male,43,Returning,Business,
2404,Female,29,First-time,Business,
2405,Male,47,Returning,Business,
2406,Female,58,Returning,Business,
2407,Female,43,First-time,Business,
2408,Female,55,Returning,Business,
2409,Male,9,Returning,Business,
2410,Female,42,Returning,Business,
2411,Female,39,Returning,Business,
2412,Male,47,Returning,Business,
2413,Female,49,Returning,Business,
2414,Female,50,Returning,Personal,
2415,Male,8,Returning,Personal,
2416,Female,26,Returning,Personal,
2417,Male,38,Returning,Personal,
2418,Male,17,Returning,Personal,
2419,Male,52,Returning,Personal,
2420,Female,41,Returning,Personal,
2421,Female,24,Returning,Personal,
2422,Female,13,Returning,Personal,
2423,Male,13,Returning,Personal,
2424,Male,70,Returning,Personal,
2425,Male,15,Returning,Personal,
2426,Male,26,Returning,Personal,
2427,Female,42,Returning,Personal,
2428,Male,17,Returning,Personal,
2429,Male,41,Returning,Personal,
2430,Female,32,Returning,Personal,
2431,Female,44,Returning,Personal,
2432,Male,51,Returning,Personal,
2433,Male,36,Returning,Personal,
2434,Female,70,Returning,Personal,
2435,Female,11,Returning,Personal,
2436,Female,49,Returning,Personal,
2437,Female,37,Returning,Personal,
2438,Female,40,Returning,Personal,
2439,Female,49,Returning,Personal,
2440,Male,11,Returning,Personal,
2441,Male,14,Returning,Personal,
2442,Female,42,Returning,Personal,
2443,Male,58,Returning,Business,
2444,Female,8,First-time,Business,
2445,Male,45,Returning,Business,
2446,Male,47,Returning,Business,
2447,Female,25,First-time,Business,
2448,Female,23,Returning,Personal,
2449,Male,21,Returning,Personal,
2450,Female,24,Returning,Personal,
2451,Female,47,Returning,Business,
2452,Male,50,Returning,Business,
2453,Male,56,Returning,Personal,
2454,Female,26,Returning,Personal,
2455,Male,60,Returning,Business,
2456,Female,48,Returning,Business,
2457,Male,24,First-time,Business,
2458,Female,30,First-time,Business,
2459,Female,29,Returning,Business,
2460,Male,22,Returning,Business,
2461,Male,31,Returning,Business,
2462,Female,29,Returning,Business,
2463,Female,40,Returning,Business,
2464,Male,42,Returning,Business,
2465,Female,41,Returning,Business,
2466,Female,42,Returning,Personal,
2467,Female,40,Returning,Personal,
2468,Female,58,Returning,Personal,
2469,Male,11,Returning,Personal,
2470,Female,37,Returning,Personal,
2471,Male,63,Returning,Personal,
2472,Female,25,Returning,Personal,
2473,Male,28,Returning,Personal,
2474,Female,38,Returning,Business,
2475,Female,46,Returning,Business,
2476,Male,44,Returning,Personal,
2477,Female,32,Returning,Personal,
2478,Male,39,Returning,Business,
2479,Male,20,First-time,Business,
2480,Male,59,Returning,Business,
2481,Female,25,First-time,Business,
2482,Female,25,First-time,Business,
2483,Male,60,Returning,Business,
2484,Male,21,Returning,Business,
2485,Female,33,Returning,Business,
2486,Female,54,Returning,Business,
2487,Male,22,First-time,Business,
2488,Female,57,Returning,Business,
2489,Female,42,Returning,Business,
2490,Male,30,Returning,Business,
2491,Female,39,Returning,Business,
2492,Female,60,Returning,Business,
2493,Male,54,First-time,Business,
2494,Male,13,Returning,Personal,
2495,Female,62,Returning,Personal,
2496,Female,8,Returning,Personal,
2497,Female,14,Returning,Personal,
2498,Female,50,Returning,Personal,
2499,Female,57,Returning,Business,
2500,Female,21,First-time,Business,
2501,Female,24,First-time,Business,Economy
2502,Female,64,First-time,Business,Business
2503,Male,45,Returning,Business,Business
2504,Male,50,Returning,Business,Business
2505,Female,54,Returning,Business,Business
2506,Female,46,Returning,Business,Business
2507,Female,50,First-time,Business,Business
2508,Female,42,First-time,Business,Business
2509,Female,51,Returning,Business,Business
2510,Female,48,Returning,Business,Business
2511,Male,30,Returning,Personal,Business
2512,Female,12,Returning,Personal,Business
2513,Male,58,Returning,Business,Business
2514,Female,50,Returning,Business,Business
2515,Female,42,Returning,Business,Business
2516,Male,55,Returning,Business,Business
2517,Male,48,First-time,Business,Business
2518,Female,34,Returning,Business,Business
2519,Female,30,Returning,Business,Business
2520,Female,57,Returning,Business,Business
2521,Female,22,First-time,Business,Economy
2522,Male,43,Returning,Business,Business
2523,Female,40,Returning,Business,Business
2524,Female,48,Returning,Business,Business
2525,Female,46,Returning,Business,Business
2526,Female,26,Returning,Business,Business
2527,Male,39,First-time,Business,Business
2528,Male,49,Returning,Business,Business
2529,Female,44,First-time,Business,Economy
2530,Female,39,Returning,Business,Business
2531,Female,56,Returning,Business,Business
2532,Male,44,Returning,Business,Business
2533,Female,51,Returning,Business,Business
2534,Male,37,First-time,Business,Business
2535,Female,44,Returning,Business,Business
2536,Female,40,First-time,Business,Business
2537,Female,35,Returning,Business,Business
2538,Male,21,First-time,Business,Economy
2539,Female,41,Returning,Business,Business
2540,Female,44,Returning,Business,Business
2541,Female,56,Returning,Business,Business
2542,Male,57,Returning,Business,Business
2543,Male,33,Returning,Business,Economy
2544,Female,56,Returning,Business,Business
2545,Female,36,Returning,Business,Business
2546,Female,64,First-time,Business,Business
2547,Male,41,Returning,Business,Business
2548,Female,39,Returning,Business,Economy
2549,Female,22,First-time,Business,Economy
2550,Female,57,Returning,Business,Business
2551,Male,25,First-time,Business,Economy
2552,Male,53,Returning,Business,Business
2553,Male,27,First-time,Business,Business
2554,Female,57,First-time,Business,Business
2555,Female,58,Returning,Business,Business
2556,Male,30,Returning,Business,Business
2557,Female,25,First-time,Business,Economy
2558,Female,61,First-time,Business,Economy
2559,Female,50,Returning,Business,Business
2560,Male,64,Returning,Business,Economy
2561,Female,33,Returning,Business,Business
2562,Female,39,Returning,Business,Business
2563,Male,32,First-time,Business,Business
2564,Male,55,Returning,Business,Business
2565,Female,31,Returning,Business,Business
2566,Female,52,Returning,Business,Business
2567,Female,40,Returning,Business,Business
2568,Female,26,First-time,Business,Business
2569,Male,53,Returning,Business,Business
2570,Female,65,Returning,Business,Business
2571,Female,57,Returning,Business,Business
2572,Male,51,Returning,Business,Business
2573,Female,53,Returning,Business,Business
2574,Male,24,First-time,Business,Business
2575,Female,23,First-time,Business,Economy
2576,Male,65,Returning,Business,Business
2577,Male,37,Returning,Business,Economy
2578,Male,52,Returning,Business,Economy
2579,Male,33,Returning,Business,Business
2580,Male,20,First-time,Business,Economy
2581,Female,66,Returning,Business,Business
2582,Female,22,Returning,Business,Business
2583,Male,66,Returning,Personal,Economy
2584,Male,57,Returning,Personal,Economy
2585,Male,69,Returning,Personal,Economy
2586,Male,33,Returning,Personal,Economy
2587,Female,44,Returning,Personal,Economy
2588,Male,40,Returning,Personal,Economy
2589,Female,7,Returning,Personal,Economy
2590,Male,23,Returning,Personal,Economy
2591,Female,66,Returning,Personal,Economy
2592,Female,24,Returning,Personal,Economy
2593,Male,67,Returning,Personal,Economy
2594,Female,63,Returning,Personal,Economy
2595,Male,50,Returning,Personal,Economy
2596,Female,14,Returning,Personal,Economy
2597,Male,27,Returning,Personal,Economy
2598,Female,46,Returning,Personal,Economy
2599,Female,19,Returning,Personal,Economy
2600,Male,65,Returning,Personal,Economy
2601,Male,18,Returning,Personal,Economy
2602,Female,43,Returning,Personal,Economy
2603,Male,43,Returning,Personal,Economy
2604,Female,33,Returning,Personal,Economy
2605,Female,28,Returning,Personal,Economy
2606,Female,65,Returning,Personal,Economy
2607,Male,28,Returning,Personal,Economy
2608,Female,62,Returning,Personal,Economy
2609,Female,32,Returning,Personal,Economy
2610,Male,10,Returning,Personal,Economy
2611,Female,67,Returning,Personal,Economy
2612,Male,47,Returning,Personal,Economy
2613,Male,55,Returning,Personal,Economy
2614,Female,68,Returning,Personal,Economy
2615,Male,46,Returning,Personal,Economy
2616,Male,19,Returning,Personal,Economy
2617,Female,32,Returning,Personal,Economy
2618,Female,34,Returning,Personal,Economy
2619,Female,67,Returning,Personal,Economy
2620,Male,11,Returning,Personal,Economy
2621,Male,48,Returning,Business,Business
2622,Male,54,Returning,Business,Business
2623,Female,53,Returning,Business,Business
2624,Female,48,Returning,Business,Business
2625,Female,43,Returning,Business,Business
2626,Male,27,First-time,Business,Business
2627,Male,39,Returning,Business,Economy Plus
2628,Female,51,Returning,Business,Economy Plus
2629,Female,25,First-time,Business,Economy Plus
2630,Female,46,Returning,Business,Economy Plus
2631,Male,29,Returning,Personal,Economy Plus
2632,Female,46,Returning,Personal,Economy Plus
2633,Male,46,Returning,Personal,Economy Plus
2634,Male,16,Returning,Personal,Economy Plus
2635,Female,42,Returning,Personal,Economy Plus
2636,Male,41,Returning,Business,Business
2637,Male,17,Returning,Personal,Business
2638,Female,43,Returning,Business,Business
2639,Female,43,First-time,Business,Business
2640,Female,58,Returning,Business,Business
2641,Male,41,Returning,Business,Business
2642,Male,31,Returning,Business,Business
2643,Male,30,Returning,Business,Business
2644,Male,23,Returning,Business,Business
2645,Female,50,Returning,Business,Business
2646,Female,33,Returning,Business,Business
2647,Female,24,Returning,Business,Business
2648,Male,48,Returning,Business,Business
2649,Female,53,Returning,Business,Business
2650,Female,52,Returning,Business,Business
2651,Male,39,Returning,Business,Business
2652,Female,52,Returning,Business,Business
2653,Male,43,Returning,Business,Business
2654,Female,51,Returning,Business,Business
2655,Female,25,First-time,Business,Business
2656,Female,52,Returning,Business,Business
2657,Female,42,Returning,Business,Business
2658,Female,18,First-time,Business,Economy
2659,Female,54,Returning,Business,Business
2660,Female,22,Returning,Business,Business
2661,Male,34,Returning,Business,Business
2662,Male,29,First-time,Business,Economy
2663,Female,53,Returning,Business,Business
2664,Male,9,Returning,Business,Business
2665,Female,59,Returning,Business,Business
2666,Female,38,First-time,Business,Business
2667,Female,29,First-time,Business,Economy
2668,Male,53,Returning,Business,Economy
2669,Male,44,Returning,Personal,Economy
2670,Male,25,Returning,Personal,Economy
2671,Female,8,Returning,Personal,Economy
2672,Female,62,Returning,Personal,Economy
2673,Male,37,Returning,Personal,Economy
2674,Female,60,Returning,Personal,Economy
2675,Female,24,Returning,Personal,Economy
2676,Male,25,Returning,Personal,Economy
2677,Female,53,Returning,Personal,Economy
2678,Female,25,Returning,Personal,Economy
2679,Female,64,Returning,Personal,Economy
2680,Female,68,Returning,Personal,Economy
2681,Female,26,Returning,Personal,Economy
2682,Male,36,Returning,Personal,Economy
2683,Male,21,Returning,Personal,Economy
2684,Female,64,Returning,Business,Business
2685,Female,64,Returning,Personal,Economy Plus
2686,Male,15,Returning,Personal,Economy Plus
2687,Male,23,First-time,Business,Economy
2688,Male,48,Returning,Business,Business
2689,Female,25,First-time,Business,Business
2690,Female,51,Returning,Business,Business
2691,Male,38,Returning,Business,Business
2692,Female,60,Returning,Business,Business
2693,Female,45,Returning,Business,Business
2694,Female,40,Returning,Business,Business
2695,Male,50,Returning,Business,Business
2696,Male,40,Returning,Business,Business
2697,Female,35,Returning,Business,Business
2698,Male,33,Returning,Business,Business
2699,Male,56,Returning,Business,Business
2700,Male,20,First-time,Business,Economy
2701,Male,37,First-time,Business,Economy
2702,Female,32,Returning,Business,Business
2703,Female,28,Returning,Business,Business
2704,Female,49,Returning,Business,Economy
2705,Male,29,Returning,Business,Business
2706,Male,46,Returning,Personal,Economy
2707,Female,14,Returning,Personal,Economy
2708,Male,16,Returning,Personal,Economy
2709,Female,20,Returning,Personal,Economy
2710,Female,7,Returning,Personal,Economy
2711,Male,53,Returning,Personal,Economy
2712,Male,19,Returning,Personal,Economy
2713,Male,32,Returning,Personal,Economy
2714,Male,65,Returning,Personal,Economy
2715,Male,42,Returning,Personal,Economy
2716,Male,62,Returning,Personal,Economy
2717,Female,38,Returning,Personal,Economy
2718,Female,29,Returning,Business,Business
2719,Female,8,Returning,Business,Business
2720,Male,38,Returning,Personal,Economy Plus
2721,Female,63,Returning,Personal,Economy Plus
2722,Female,56,Returning,Business,Business
2723,Male,60,Returning,Business,Business
2724,Female,25,Returning,Business,Business
2725,Female,60,Returning,Business,Business
2726,Male,22,First-time,Business,Business
2727,Female,60,Returning,Business,Business
2728,Male,25,Returning,Business,Business
2729,Female,32,First-time,Business,Business
2730,Male,25,First-time,Business,Business
2731,Male,54,Returning,Business,Business
2732,Female,31,Returning,Business,Business
2733,Male,37,Returning,Business,Business
2734,Female,26,First-time,Business,Business
2735,Female,41,Returning,Business,Business
2736,Male,32,Returning,Business,Business
2737,Female,53,Returning,Business,Business
2738,Male,42,Returning,Business,Business
2739,Female,36,Returning,Business,Economy
2740,Male,58,Returning,Business,Business
2741,Male,39,First-time,Business,Business
2742,Male,30,Returning,Business,Business
2743,Female,30,First-time,Business,Economy
2744,Male,40,Returning,Business,Business
2745,Male,18,Returning,Business,Business
2746,Female,33,Returning,Business,Business
2747,Female,29,First-time,Business,Economy
2748,Male,59,Returning,Business,Business
2749,Female,42,Returning,Business,Economy
2750,Female,38,Returning,Business,Business
2751,Female,23,First-time,Business,Economy
2752,Male,73,Returning,Business,Business
2753,Male,39,Returning,Business,Economy
2754,Male,47,Returning,Personal,Economy
2755,Female,18,Returning,Personal,Economy
2756,Male,8,Returning,Personal,Economy
2757,Male,56,Returning,Personal,Economy
2758,Female,30,Returning,Business,Economy Plus
2759,Male,58,Returning,Personal,Economy Plus
2760,Female,38,Returning,Personal,Economy Plus
2761,Male,44,Returning,Personal,Economy Plus
2762,Female,32,Returning,Personal,Economy Plus
2763,Male,36,Returning,Business,Business
2764,Male,39,First-time,Business,Business
2765,Female,49,First-time,Business,Business
2766,Female,55,Returning,Business,Business
2767,Female,36,First-time,Business,Business
2768,Male,34,Returning,Business,Business
2769,Male,42,Returning,Personal,Business
2770,Male,40,Returning,Personal,Business
2771,Female,41,Returning,Business,Business
2772,Male,39,Returning,Business,Business
2773,Female,45,Returning,Business,Business
2774,Male,57,Returning,Business,Business
2775,Female,45,First-time,Business,Business
2776,Female,53,Returning,Business,Business
2777,Female,57,Returning,Business,Business
2778,Male,44,First-time,Business,Business
2779,Male,52,Returning,Business,Business
2780,Female,42,Returning,Business,Business
2781,Female,30,Returning,Business,Business
2782,Male,49,Returning,Business,Business
2783,Female,52,Returning,Business,Business
2784,Male,47,Returning,Business,Business
2785,Female,49,Returning,Business,Business
2786,Male,56,Returning,Business,Business
2787,Female,52,Returning,Business,Business
2788,Female,42,Returning,Business,Business
2789,Female,35,Returning,Business,Business
2790,Male,44,Returning,Business,Business
2791,Female,22,First-time,Business,Economy
2792,Male,24,Returning,Business,Business
2793,Female,17,First-time,Business,Economy
2794,Male,44,Returning,Business,Economy
2795,Male,39,Returning,Business,Economy
2796,Female,70,Returning,Personal,Economy
2797,Male,60,Returning,Personal,Economy
2798,Male,27,Returning,Personal,Economy
2799,Male,55,Returning,Personal,Economy
2800,Female,47,Returning,Personal,Economy
2801,Male,35,Returning,Personal,Economy
2802,Male,70,Returning,Personal,Economy
2803,Male,46,Returning,Personal,Economy
2804,Male,50,Returning,Personal,Economy
2805,Female,48,Returning,Business,Business
2806,Male,42,Returning,Business,Business
2807,Female,30,First-time,Business,Economy Plus
2808,Female,23,First-time,Business,Economy Plus
2809,Female,47,Returning,Business,Business
2810,Male,21,First-time,Business,Economy
2811,Male,17,First-time,Business,Business
2812,Male,28,Returning,Business,Business
2813,Male,67,Returning,Business,Business
2814,Male,36,Returning,Personal,Business
2815,Female,48,Returning,Business,Business
2816,Female,43,Returning,Business,Business
2817,Male,17,First-time,Business,Economy
2818,Male,52,Returning,Business,Business
2819,Male,44,First-time,Business,Business
2820,Female,45,First-time,Business,Business
2821,Male,30,Returning,Business,Business
2822,Male,20,First-time,Business,Economy
2823,Female,41,Returning,Business,Business
2824,Female,48,Returning,Business,Business
2825,Male,56,Returning,Business,Business
2826,Female,31,Returning,Business,Business
2827,Female,26,First-time,Business,Business
2828,Female,37,Returning,Business,Business
2829,Male,58,Returning,Business,Business
2830,Female,47,Returning,Business,Business
2831,Female,40,First-time,Business,Business
2832,Female,54,Returning,Business,Business
2833,Male,43,Returning,Business,Business
2834,Male,42,Returning,Business,Business
2835,Male,69,First-time,Business,Business
2836,Female,59,First-time,Business,Economy
2837,Female,40,Returning,Business,Business
2838,Female,59,Returning,Business,Business
2839,Male,40,Returning,Business,Business
2840,Female,28,Returning,Business,Business
2841,Female,57,Returning,Business,Business
2842,Female,44,Returning,Business,Business
2843,Female,48,Returning,Business,Business
2844,Male,59,Returning,Business,Business
2845,Male,38,Returning,Business,Business
2846,Female,48,Returning,Business,Business
2847,Female,24,Returning,Business,Business
2848,Female,23,First-time,Business,Business
2849,Male,51,Returning,Business,Business
2850,Female,17,Returning,Business,Business
2851,Male,40,Returning,Business,Business
2852,Female,54,Returning,Business,Business
2853,Female,60,Returning,Business,Business
2854,Male,47,Returning,Business,Business
2855,Male,59,Returning,Business,Economy
2856,Female,51,Returning,Business,Economy
2857,Female,46,Returning,Business,Business
2858,Female,36,Returning,Business,Business
2859,Female,47,Returning,Business,Business
2860,Male,48,Returning,Business,Economy
2861,Female,24,First-time,Business,Economy
2862,Male,72,Returning,Business,Business
2863,Female,42,Returning,Business,Business
2864,Female,56,Returning,Business,Economy
2865,Male,44,First-time,Business,Economy
2866,Female,34,Returning,Business,Business
2867,Male,37,Returning,Business,Business
2868,Female,25,First-time,Business,Economy
2869,Female,22,Returning,Business,Business
2870,Female,39,Returning,Business,Business
2871,Male,24,Returning,Business,Economy
2872,Female,68,Returning,Personal,Economy
2873,Male,68,Returning,Personal,Economy
2874,Male,27,Returning,Personal,Economy
2875,Male,13,Returning,Personal,Economy
2876,Male,12,Returning,Personal,Economy
2877,Male,70,Returning,Personal,Economy
2878,Female,70,Returning,Personal,Economy
2879,Female,48,Returning,Personal,Economy
2880,Male,42,Returning,Personal,Economy
2881,Female,14,Returning,Personal,Economy
2882,Female,7,Returning,Personal,Economy
2883,Male,37,Returning,Personal,Economy
2884,Male,65,Returning,Personal,Economy
2885,Female,14,Returning,Personal,Economy
2886,Male,28,Returning,Personal,Economy
2887,Female,12,Returning,Personal,Economy
2888,Female,14,Returning,Personal,Economy
2889,Female,25,Returning,Personal,Economy
2890,Male,63,Returning,Personal,Economy
2891,Male,66,Returning,Personal,Economy
2892,Male,45,Returning,Personal,Economy
2893,Female,31,Returning,Personal,Economy
2894,Male,21,Returning,Personal,Economy
2895,Male,61,Returning,Personal,Economy
2896,Male,12,Returning,Personal,Economy
2897,Male,30,Returning,Personal,Economy
2898,Female,51,Returning,Personal,Economy
2899,Male,40,Returning,Personal,Economy
2900,Male,51,Returning,Personal,Economy
2901,Male,35,Returning,Personal,Economy
2902,Male,60,Returning,Personal,Economy
2903,Male,39,Returning,Personal,Economy
2904,Female,45,Returning,Personal,Economy
2905,Female,59,Returning,Personal,Economy
2906,Female,14,Returning,Personal,Economy
2907,Female,17,Returning,Personal,Economy
2908,Male,39,Returning,Personal,Economy
2909,Female,19,Returning,Personal,Economy
2910,Female,27,First-time,Business,Business
2911,Male,27,First-time,Business,Business
2912,Female,47,First-time,Business,Economy Plus
2913,Male,53,Returning,Business,Economy Plus
2914,Female,61,Returning,Business,Economy Plus
2915,Female,26,Returning,Personal,Economy Plus
2916,Female,44,Returning,Personal,Economy Plus
2917,Male,47,Returning,Business,Business
2918,Female,25,First-time,Business,Business
2919,Female,49,Returning,Business,Business
2920,Female,58,Returning,Personal,Business
2921,Female,42,Returning,Personal,Business
2922,Female,41,Returning,Business,Business
2923,Female,41,Returning,Business,Business
2924,Male,45,Returning,Business,Business
2925,Female,20,First-time,Business,Economy
2926,Male,39,Returning,Business,Business
2927,Female,60,Returning,Business,Business
2928,Female,40,Returning,Business,Business
2929,Male,52,Returning,Business,Business
2930,Female,44,Returning,Personal,Economy
2931,Male,41,Returning,Personal,Economy
2932,Female,37,Returning,Personal,Economy
2933,Female,45,Returning,Personal,Economy
2934,Male,67,Returning,Personal,Economy
2935,Female,26,Returning,Personal,Economy
2936,Female,20,First-time,Business,Economy
2937,Male,31,Returning,Business,Business
2938,Female,42,Returning,Business,Business
2939,Male,38,Returning,Personal,Business
2940,Male,29,Returning,Personal,Business
2941,Female,60,Returning,Business,Business
2942,Female,24,First-time,Business,Business
2943,Female,60,Returning,Business,Business
2944,Female,49,Returning,Business,Business
2945,Female,48,Returning,Business,Business
2946,Female,49,Returning,Business,Business
2947,Male,22,First-time,Business,Economy
2948,Male,36,Returning,Business,Business
2949,Male,22,Returning,Business,Business
2950,Female,35,First-time,Business,Economy
2951,Male,25,First-time,Business,Economy
2952,Male,67,Returning,Business,Business
2953,Male,24,First-time,Business,Economy
2954,Male,56,Returning,Business,Business
2955,Female,48,Returning,Business,Business
2956,Female,27,First-time,Business,Business
2957,Female,50,Returning,Business,Business
2958,Male,49,Returning,Business,Business
2959,Male,39,Returning,Business,Economy
2960,Female,28,First-time,Business,Business
2961,Female,51,Returning,Personal,Economy
2962,Female,27,Returning,Personal,Economy
2963,Male,62,Returning,Personal,Economy
2964,Male,54,Returning,Personal,Economy
2965,Female,38,Returning,Personal,Economy
2966,Male,57,Returning,Personal,Economy
2967,Female,44,Returning,Personal,Economy
2968,Male,42,Returning,Business,Business
2969,Male,35,Returning,Business,Business
2970,Female,27,Returning,Business,Economy Plus
2971,Male,13,First-time,Business,Business
2972,Female,68,Returning,Personal,Economy Plus
2973,Female,46,Returning,Business,Business
2974,Female,56,Returning,Business,Business
2975,Female,45,First-time,Business,Business
2976,Female,44,Returning,Business,Business
2977,Female,16,Returning,Business,Business
2978,Male,40,Returning,Business,Business
2979,Female,41,Returning,Business,Business
2980,Male,12,Returning,Personal,Economy
2981,Female,43,Returning,Personal,Economy
2982,Female,60,Returning,Personal,Economy
2983,Male,46,Returning,Personal,Economy
2984,Female,43,Returning,Personal,Economy Plus
2985,Male,37,First-time,Business,Business
2986,Male,72,Returning,Business,Business
2987,Male,52,Returning,Business,Business
2988,Male,34,First-time,Business,Business
2989,Male,43,Returning,Business,Business
2990,Male,52,Returning,Business,Business
2991,Male,10,Returning,Personal,Business
2992,Female,21,Returning,Business,Business
